Desktop File Name	Name	Generic Name	Comments	Command	Terminal/UI	Display	Show	MIME Types	Categories	Keywords
org.kde.korganizer.desktop	KOrganizer	Personal Organizer	Calendar and Scheduling Program	"korganizer %U"	UI	OnDisplay	Shown	text/calendar	Qt, KDE, Office, Calendar	
org.kde.kdevelop_kdev4.desktop	KDevelop	Integrated Development Environment		"kdevelop -p %u"	UI	NoDisplay	Shown	application/x-kdevelop	Qt, KDE, Development, IDE	
org.kde.lokalize.desktop	Lokalize	Computer-Aided Translation System		"lokalize %F"	UI	OnDisplay	Shown	application/x-xliff, text/x-gettext-translation, text/x-gettext-translation-template, application/x-lokalize-project	Qt, KDE, Development, Office, Translation	
kcm_users.desktop	Users			"systemsettings kcm_users"	UI	NoDisplay	Shown			
kcm_plasmasearch.desktop	Plasma Search			"systemsettings kcm_plasmasearch"	UI	NoDisplay	Shown			
okularApplication_djvu.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	NoDisplay	Shown	image/vnd.djvu	Qt, KDE, Graphics, Viewer	
org.kde.kmplot.desktop	KmPlot	Mathematical Function Plotter	Function Plotter	"kmplot %u"	UI	OnDisplay	Shown	application/x-kmplot	Qt, KDE, Education, Math	
xfce4-clipman.desktop	Clipboard Manager		Clipboard Manager Autostart File	"xfce4-clipman"	UI	OnDisplay	Shown		GTK, Utility, TrayIcon	
org.gtk.WidgetFactory4.desktop	Widget Factory		A showcase for GTK widgets, designed for testing themes.	"gtk4-widget-factory"	UI	OnDisplay	Shown		Development, GTK	
kbd-layout-viewer5.desktop	Keyboard layout viewer		View keyboard layout	"kbd-layout-viewer5"	UI	OnDisplay	Shown		Qt, KDE, Utility	
org.kde.kid3.desktop	Kid3	Audio Tagger	Edit audio file metadata	"kid3 %F"	UI	OnDisplay	Shown	audio/mpeg, audio/ogg, application/ogg, audio/x-flac, audio/x-flac+ogg, audio/x-vorbis+ogg, audio/x-speex+ogg, audio/x-oggflac, audio/x-musepack, audio/aac, audio/mp4, audio/x-speex, audio/x-tta, audio/x-wavpack, audio/x-aiff, audio/x-it, audio/x-mod, audio/x-s3m, audio/x-ms-wma, audio/x-wav, audio/x-xm, audio/opus, audio/x-opus+ogg, audio/x-dsf, inode/directory	Qt, KDE, AudioVideo, Audio, AudioVideoEditing	audio, id3, tag, editor, id3v1, id3v2, mp3
org.kde.kontrast.desktop	Kontrast		Contrast Checker	"kontrast"	UI	OnDisplay	Shown		Graphics, Qt, KDE	
kcm_touchpad.desktop	Touchpad			"systemsettings kcm_touchpad"	UI	NoDisplay	Shown			
org.kde.kalgebramobile.desktop	KAlgebra Mobile	Pocket Graph Calculator	Pocket Math Expression Solver and Plotter	"kalgebramobile %u"	UI	OnDisplay	Shown	application/x-kalgebra	Qt, KDE, Education, Math, Science	
org.kde.konsole.desktop	Konsole	Terminal	Command line access	"konsole"	UI	OnDisplay	Shown		Qt, KDE, System, TerminalEmulator	terminal, console, script, run, execute, command, command-line, commandline, cli, bash, sh, shell, zsh, cmd, command prompt
org.kde.kitenradselect.desktop	Radical Selector			"kitenradselect"	UI	NoDisplay	Shown		Qt, KDE, Education, Languages	
okularApplication_tiff.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	NoDisplay	Shown	image/tiff	Qt, KDE, Graphics, Viewer	
kcm_screenlocker.desktop	Screen Locking			"systemsettings kcm_screenlocker"	UI	NoDisplay	Shown			
okularApplication_ghostview.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	NoDisplay	Shown	application/postscript, image/x-eps, application/x-gzpostscript, application/x-bzpostscript, image/x-gzeps, image/x-bzeps	Qt, KDE, Graphics, Viewer	
org.kde.mobile.okular_xps.desktop	Reader	Document viewer	Viewer for various types of documents	"okularkirigami %u"	UI	NoDisplay	Shown	application/oxps, application/vnd.ms-xpsdocument	Qt, KDE, Graphics, Office, Viewer	
org.kde.knotes.desktop	KNotes	Popup Notes		"knotes"	UI	OnDisplay	Shown		Qt, KDE, Utility, TextTools, X-KDE-Utilities-Desktop	
org.kde.systemmonitor.desktop	System Activity			"systemmonitor"	UI	NoDisplay	Shown			
org.kde.konversation.desktop	Konversation	IRC Client		"konversation -qwindowtitle %c %u"	UI	OnDisplay	Shown	x-scheme-handler/irc, x-scheme-handler/ircs	Qt, KDE, Network, IRCClient	
kcm_kwinxwayland.desktop	Legacy X11 App Support			"systemsettings kcm_kwinxwayland"	UI	NoDisplay	Shown			
org.gtk.IconBrowser4.desktop	Icon Browser		An application that shows themed icons	"gtk4-icon-browser"	UI	OnDisplay	Shown		Development, GTK	
org.kde.kontact.desktop	Kontact	Personal Information Manager		"kontact"	UI	OnDisplay	Shown		Qt, KDE, Office	
org.kde.klipper.desktop	Klipper	Clipboard Tool	A cut & paste history utility	"klipper"	UI	OnDisplay	Shown		Qt, KDE, Utility, X-KDE-Utilities-Desktop	
org.kde.kdeconnect.sms.desktop	KDE Connect SMS	SMS	Text Messaging	"kdeconnect-sms"	UI	OnDisplay	Shown		Qt, KDE, Network, InstantMessaging	
org.kde.kmymoney.desktop	KMyMoney	Personal Finance Manager	Personal Finance Manager	"kmymoney %u"	UI	OnDisplay	Shown	application/x-kmymoney, application/vnd.intu.qfx, application/x-ofx	Qt, KDE, Office, Finance	
org.kde.kdeconnect-settings.desktop	KDE Connect Settings	Connect and sync your devices		"kdeconnect-settings"	UI	OnDisplay	Shown		Qt, KDE, Settings, HardwareSettings	
org.kde.okular.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	OnDisplay	Shown	application/vnd.kde.okular-archive	Qt, KDE, Graphics, Office, Viewer	
org.gnome.pan.desktop	Pan	Newsreader	Read and post Usenet articles	"pan %U"	UI	OnDisplay	Shown	application/x-nzb	GTK, Network, News	usenet, news, newsreader, newsgroup, article, yenc, nzb
kfmclient_dir.desktop	Konqueror			"kfmclient --mimetype inode/directory openURL %u"	UI	NoDisplay	Shown	inode/directory	Qt, KDE, System	
mplayer.desktop	MPlayer	Media Player	Play movies and songs	"gmplayer %F"	UI	OnDisplay	Shown	application/x-cd-image, application/x-cue, application/x-mpegurl, application/mxf, application/x-netshow-channel, application/ogg, application/ram, application/vnd.adobe.flash.movie, application/vnd.apple.mpegurl, application/vnd.rn-realmedia, application/x-shockwave-flash, application/smil, audio/aac, audio/ac3, audio/x-adpcm, audio/x-aiff, audio/AMR, audio/AMR-WB, audio/x-ape, audio/basic, audio/flac, audio/x-flac, audio/x-flac+ogg, audio/x-m4b, audio/x-matroska, audio/mp2, audio/mp4, audio/mpeg, audio/x-mpegurl, audio/x-ms-asx, audio/x-ms-wma, audio/x-musepack, audio/ogg, audio/vnd.rn-realaudio, audio/x-scpls, audio/x-voc, audio/x-vorbis+ogg, audio/x-wav, audio/x-wavpack, video/3gpp, video/3gpp2, video/dv, video/x-flic, video/x-flv, video/x-matroska, video/mp2t, video/mp4, video/mpeg, video/vnd.mpegurl, video/x-ms-asf, video/x-ms-wmv, video/x-msvideo, video/x-nsv, video/ogg, video/x-ogm+ogg, video/quicktime, video/vnd.rn-realvideo, video/x-theora+ogg, video/webm, x-content/audio-cdda, x-content/audio-dvd, x-content/video-dvd, x-content/video-svcd, x-content/video-vcd	GTK, AudioVideo, Audio, Video, Player, TV	Player, Capture, Audio, Music, Song, Video, Movie, Film, Clip, DVD, VCD, CD, Disc, DVB, TV
kwincompositing.desktop	Compositor			"systemsettings kwincompositing"	UI	NoDisplay	Shown			
kcm_filetypes.desktop	File Associations			"systemsettings kcm_filetypes"	UI	NoDisplay	Shown			
nm-applet.desktop	Network		Manage your network connections	"nm-applet"	UI	NoDisplay	Shown			
org.kde.akregator.desktop	Akregator	Feed Reader	A KDE News Feed Reader	"akregator %u"	UI	OnDisplay	Shown	application/atom+xml, application/rss+xml, application/rdf+xml	Qt, KDE, Network, News, Feed	
kcm_colors.desktop	Colors			"systemsettings kcm_colors"	UI	NoDisplay	Shown			
xfce4-notifyd-config.desktop	Notifications		Customize how notifications appear on your screen	"xfce4-notifyd-config"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog, X-XFCE-PersonalSettings	
ddd.desktop	Data Display Debugger		Graphical debugger frontend	"ddd"	UI	OnDisplay	Shown		Development	
org.kde.krdc.desktop	KRDC	Remote Desktop Client	Connect with RDP or VNC to another computer	"krdc -qwindowtitle %c %u"	UI	OnDisplay	Shown	x-scheme-handler/vnc, x-scheme-handler/rdp	Qt, KDE, Network, RemoteAccess	
org.kde.dolphin.desktop	Dolphin	File Manager		"dolphin %u"	UI	OnDisplay	Shown	inode/directory	Qt, KDE, System, FileTools, FileManager	files, file management, file browsing, samba, network shares, Explorer, Finder
org.kde.knavalbattle.desktop	Naval Battle	Ship Sinking Game		"knavalbattle -qwindowtitle %c %U"	UI	OnDisplay	Shown	inode/vnd.kde.service.knavalbattle, x-scheme-handler/kbattleship	Qt, KDE, Game, StrategyGame	
cups.desktop	Manage Printing		CUPS Web Interface	"/usr/bin/xdg-open http://localhost:631/"	UI	OnDisplay	Shown		System, Printing, HardwareSettings, X-Red-Hat-Base	
qt5-linguist.desktop	Qt5 Linguist		Add translations to Qt5 applications	"linguist-qt5"	UI	OnDisplay	Shown	text/vnd.trolltech.linguist, application/x-linguist	Qt, Development	
org.kde.krfb.desktop	Krfb	Desktop Sharing (VNC)	Desktop Sharing	"krfb -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Network, RemoteAccess	
kcm_powerdevilactivitiesconfig.desktop	Activity Power Settings			"systemsettings kcm_powerdevilactivitiesconfig"	UI	NoDisplay	Shown			
systemsettings.desktop	System Settings	System Settings	Configuration tools for your computer	"systemsettings"	UI	OnDisplay	Shown		Qt, KDE, Settings	
org.kde.bluedevilsendfile.desktop	Bluetooth File Transfer	Bluetooth File Transfer	Send files via Bluetooth	"bluedevil-sendfile -k %u"	UI	NoDisplay	Shown	application/vnd.kde.bluedevil-sendfile	Qt, KDE, X-Bluetooth, Network	
xfce-keyboard-settings.desktop	Keyboard		Edit keyboard settings and application shortcuts	"xfce4-keyboard-settings"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog, X-XFCE-HardwareSettings	numlock, keyboard, layout, shortcuts
ca.desrt.dconf-editor.desktop	dconf Editor	Configuration editor for dconf	Directly edit your entire configuration database	"dconf-editor"	UI	OnDisplay	Shown		GNOME, GTK, System	settings, configuration
xfce4-settings-editor.desktop	Settings Editor		Graphical settings editor for Xfconf	"xfce4-settings-editor"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog	registry, regedit, configuration file
org.kde.artikulate.desktop	Artikulate	Artikulate Pronunciation Trainer		"artikulate -qwindowtitle "%c""	UI	OnDisplay	Shown		Qt, KDE, Education, Languages	
gvim.desktop	GVim	Text Editor	Edit text files	"gvim -f %F"	UI	OnDisplay	Shown	text/english, text/plain, text/x-makefile, text/x-c++hdr, text/x-c++src, text/x-chdr, text/x-csrc, text/x-java, text/x-moc, text/x-pascal, text/x-tcl, text/x-tex, application/x-shellscript, text/x-c, text/x-c++	Utility, TextEditor	Text, editor
org.kde.ktorrent.desktop	KTorrent	BitTorrent Client	A BitTorrent program by KDE	"ktorrent %U"	UI	OnDisplay	Shown	application/x-bittorrent, application/x-torrent, x-scheme-handler/magnet	Qt, KDE, Network, FileTransfer, P2P	
org.kde.mobile.okular_pdf.desktop	Reader	Document viewer	Viewer for various types of documents	"okularkirigami %u"	UI	NoDisplay	Shown	application/pdf, application/x-gzpdf, application/x-bzpdf, application/x-wwf	Qt, KDE, Graphics, Office, Viewer	
org.kde.digikam.desktop	digiKam	Photo Management Program	Manage your photographs like a professional with the power of open source	"digikam -qwindowtitle %c"	UI	OnDisplay	Shown	x-content/image-dcf, x-content/image-picturecd	Qt, Graphics, Photography	
xmms.desktop	XMMS	Audio Player	Play music	"xmms %U"	UI	OnDisplay	Shown	application/x-ogg, audio/mp3, audio/mpeg, audio/mpegurl, audio/prs.sid, audio/x-flac, audio/x-it, audio/x-mod, audio/x-mp3, audio/x-mpeg, audio/x-mpegurl, audio/x-ms-wma, audio/x-musepack, audio/x-s3m, audio/x-scpls, audio/x-stm, audio/x-wav, audio/x-xm, application/ogg, audio/x-vorbis+ogg	Application, GTK, AudioVideo, Player	
xfce4-appfinder.desktop	Application Finder		Find and launch applications installed on your system	"xfce4-appfinder"	UI	OnDisplay	Shown		Utility, X-XFCE	program, applications, bookmarks
marble_kmz.desktop	Marble	Virtual Globe		"marble %F"	UI	NoDisplay	Shown	application/vnd.google-earth.kmz	Qt, KDE, Education, Geography	
org.kde.kdevelop_bzr.desktop	KDevelop (Fetch Bazaar Project)	Integrated Development Environment		"kdevelop --ps --fetch %U"	UI	NoDisplay	Shown	x-scheme-handler/bzr, x-scheme-handler/bzr+ssh, x-scheme-handler/lp	Qt, KDE, Development, IDE	
gftp.desktop	gFTP	gFTP	Download and upload files using multiple file transfer protocols	"gftp"	UI	OnDisplay	Shown		Network	ftp, network, transfer, file
marble_gpx.desktop	Marble	Virtual Globe		"marble %F"	UI	NoDisplay	Shown	application/gpx+xml	Qt, KDE, Education, Geography	
org.kde.kde-add-printer.desktop	Add Printer		Tool for adding new printers	"kde-add-printer"	UI	NoDisplay	Shown		Qt, KDE, Printing, Utility	
org.kde.akonadi_vcarddir_resource.desktop	vCard Directory			"akonadi_vcarddir_resource"	UI	NoDisplay	Shown			
org.kde.kleopatra.desktop	Kleopatra	Certificate Manager and Unified Crypto GUI		"kleopatra"	UI	OnDisplay	Shown		Qt, KDE, Utility	
xfce4-power-manager-settings.desktop	Power Manager	Power Manager	Settings for the Xfce Power Manager	"xfce4-power-manager-settings"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog, X-XFCE-HardwareSettings	settings, preferences, buttons, sleep, hibernate, battery, suspend, shutdown, brightness, laptop lid, lock screen, plugged in, saving, critical
okularApplication_comicbook.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	NoDisplay	Shown	application/x-cbz, application/x-cbr, application/x-cbt, application/x-cb7	Qt, KDE, Graphics, Viewer	
org.kde.kfontview.desktop	KFontView	Font Viewer		"kfontview %U"	UI	NoDisplay	Shown	application/x-font-ttf, application/x-font-type1, application/x-font-otf, application/x-font-pcf, application/x-font-bdf, application/vnd.kde.fontspackage, font/otf, font/ttf, font/collection	Qt, KDE, Utility	
kcm_kdf.desktop	Storage Devices			"systemsettings kcm_kdf"	UI	NoDisplay	Shown			
org.kde.kgeography.desktop	KGeography	Geography Trainer	A Geography Learning Program	"kgeography"	UI	OnDisplay	Shown		Qt, KDE, Education, Geography	
org.kde.knetwalk.desktop	KNetWalk	Network Construction Game	Strategy game	"knetwalk -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, StrategyGame	
org.kde.knetattach.desktop	KNetAttach	Network Folder Wizard		"knetattach"	UI	NoDisplay	Shown		Qt, KDE, Network, RemoteAccess	
easytag.desktop	EasyTAG	Audio File Metadata Editor	Edit audio file metadata	"easytag %F"	UI	OnDisplay	Shown	inode/directory, audio/x-mp3, audio/x-mpeg, audio/mpeg, application/ogg, audio/x-vorbis+ogg, audio/x-flac, audio/x-musepack, audio/x-ape, audio/x-speex+ogg, audio/x-opus+ogg	GTK, AudioVideo, AudioVideoEditing, Audio	mp3, tag, audio, music
uxterm.desktop	UXTerm		xterm wrapper for Unicode environments	"uxterm"	UI	OnDisplay	Shown		System, TerminalEmulator	shell, prompt, command, commandline, cmd
wheelmap-geo-handler.desktop	wheelmap.org			"kde-geo-uri-handler --coordinate-template "https://wheelmap.org/?lat=<LAT>&lon=<LON>" --query-template "https://wheelmap.org/search?q=<Q>" --fallback "https://wheelmap.org" %u"	UI	NoDisplay	Shown	x-scheme-handler/geo		
kcm_landingpage.desktop	Quick Settings			"systemsettings kcm_landingpage"	UI	NoDisplay	Shown			
okularApplication_mobi.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	NoDisplay	Shown	application/x-mobipocket-ebook	Qt, KDE, Graphics, Viewer	
okularApplication_txt.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	NoDisplay	Shown	text/plain	Qt, KDE, Graphics, Viewer	
org.kde.kmag.desktop	KMag	Screen Magnifier	A screen magnification tool	"kmag"	UI	OnDisplay	Shown		Qt, KDE, Utility, Accessibility	
qvidcap.desktop	Qt V4L2 video capture utility		Viewer for video capture	"qvidcap"	UI	OnDisplay	Shown		AudioVideo	video, grabber, V4L
panel-preferences.desktop	Panel		Customize the panel	"xfce4-panel --preferences"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog, X-XFCE-PersonalSettings	panels, settings, preferences, taskbar, autohide, application menu, start, buttons, launcher, notification area, status, icons, plugins
org.kde.dolphinsu.desktop	File Manager - Super User Mode			"dbus-launch dolphin -qwindowtitle "%c" "%u""	UI	OnDisplay	Shown	inode/directory	Qt, KDE, System, FileManager	
org.kde.mobile.okular_comicbook.desktop	Reader	Document viewer	Viewer for various types of documents	"okularkirigami %u"	UI	NoDisplay	Shown	application/x-cbz, application/x-cbr, application/x-cbt, application/x-cb7	Qt, KDE, Graphics, Office, Viewer	
kcm_smserver.desktop	Desktop Session			"systemsettings kcm_smserver"	UI	NoDisplay	Shown			
xfce4-screenshooter.desktop	Screenshot		Take screenshots of the entire screen, of the active window or of a region	"xfce4-screenshooter"	UI	OnDisplay	Shown		GTK, Utility	
kcm_sddm.desktop	Login Screen (SDDM)			"systemsettings kcm_sddm"	UI	NoDisplay	Shown			
org.kde.kamoso.desktop	Kamoso	Camera	Use your webcam to take pictures or make videos	"kamoso -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, AudioVideo	
marble_worldwind.desktop	Marble			"marble --geo-uri=%u"	Terminal	NoDisplay	Shown	x-scheme-handler/worldwind		
org.kde.gwenview.desktop	Gwenview	KDE Image Viewer	A simple image viewer	"gwenview %U"	UI	OnDisplay	Shown	inode/directory, image/avif, image/gif, image/heif, image/jpeg, image/jxl, image/png, image/bmp, image/x-eps, image/x-icns, image/x-ico, image/x-portable-bitmap, image/x-portable-graymap, image/x-portable-pixmap, image/x-xbitmap, image/x-xpixmap, image/tiff, image/x-psd, image/x-webp, image/webp, image/x-tga, image/x-xcf, application/x-krita, image/x-kde-raw, image/x-canon-cr2, image/x-canon-crw, image/x-kodak-dcr, image/x-adobe-dng, image/x-kodak-k25, image/x-kodak-kdc, image/x-minolta-mrw, image/x-nikon-nef, image/x-olympus-orf, image/x-pentax-pef, image/x-fuji-raf, image/x-panasonic-rw, image/x-sony-sr2, image/x-sony-srf, image/x-sigma-x3f, image/x-sony-arw, image/x-panasonic-rw2	Qt, KDE, Graphics, Viewer, Photography	
org.kde.ConfigurePrinter.desktop	Configure Printer		Configure your printer	"configure-printer"	UI	NoDisplay	Shown		Qt, KDE, Printing, Utility	
xfce-backdrop-settings.desktop	Desktop		Set desktop background and menu and icon behavior	"xfdesktop-settings"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog, X-XFCE-PersonalSettings	
org.kde.keditfiletype.desktop	File Type Editor	File Type Editor		"keditfiletype5"	UI	NoDisplay	Shown			
kcmspellchecking.desktop	Spell Check			"systemsettings kcmspellchecking"	UI	NoDisplay	Shown			
org.kde.kwrite.desktop	KWrite	Text Editor	KDE Text Editor	"kwrite %U"	UI	OnDisplay	Shown	text/plain	Qt, KDE, Utility, TextEditor	text, txt, editor, note, notepad
org.kde.katomic.desktop	KAtomic	Sokoban-like Logic Game		"katomic -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, StrategyGame	
rxvt-unicode-256color.desktop	rxvt-unicode (256color)		A VT102 emulator for the X window system	"urxvt256c"	UI	OnDisplay	Shown		System, TerminalEmulator	
thunar.desktop	Thunar File Manager	File Manager	Browse the filesystem with the file manager	"thunar %U"	UI	OnDisplay	Shown	inode/directory	System, Core, GTK, FileTools, FileManager	file manager, explorer, finder, browser, folders, directory, directories, partitions, drives, network, devices, rename, move, copy, delete, permissions, home, trash
org.xfce.mousepad-settings.desktop	Text Editor Settings		Configure the Mousepad text editor	"mousepad --preferences"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog, X-XFCE-PersonalSettings	
org.kde.bovo.desktop	Bovo	Five-in-a-row Board Game		"bovo -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, BoardGame	
org.kde.zanshin.desktop	Zanshin	To Do Management Application		"zanshin"	UI	OnDisplay	Shown		Qt, KDE, Utility, X-KDE-Utilities-PIM	
org.kde.kopete.desktop	Kopete	Instant Messenger	Instant Messenger	"kopete -qwindowtitle %c %u"	UI	OnDisplay	Shown	application/x-kopete-emoticons, application/x-icq	Qt, KDE, Network, InstantMessaging	
konqbrowser.desktop	Konqueror	Web Browser		"konqueror"	UI	OnDisplay	Shown		Qt, KDE, Network, WebBrowser	
kcm_touchscreen.desktop	Touchscreen			"systemsettings kcm_touchscreen"	UI	NoDisplay	Shown			
gcr-prompter.desktop	Access Prompt		Unlock access to passwords and other secrets	"/usr/libexec/gcr-prompter"	UI	NoDisplay	Shown			
org.kde.kmouth.desktop	KMouth	Speech Synthesizer Frontend		"kmouth"	UI	OnDisplay	Shown		Qt, KDE, Utility, Accessibility	
org.kde.plasmaengineexplorer.desktop	Plasma Engine Explorer	Plasma Data Engines Viewing Tool	Explorer for the data published by Plasma DataEngines	"plasmaengineexplorer"	UI	OnDisplay	Shown		Qt, KDE, Development, IDE	
org.freedesktop.IBus.Setup.desktop	IBus Preferences		Set IBus Preferences	"ibus-setup"	UI	OnDisplay	Shown		Settings	keyboard, input
org.kde.ktnef.desktop	KTnef	TNEF File Viewer (proprietary format used by outlook)	A viewer/extractor for TNEF files	"ktnef %f"	UI	OnDisplay	Shown	application/ms-tnef	Qt, KDE, X-KDE-Utilities-PIM, Office, Network, Email	
org.kde.killbots.desktop	Killbots	Strategy Game with Robots	A KDE game of killer robots and teleportation.	"killbots -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, StrategyGame	
org.kde.contactthemeeditor.desktop	Contact Theme Editor	Contact Theme Editor		"contactthemeeditor"	UI	OnDisplay	Shown		Qt, KDE, Office, Network, ContactManagement	
kde_wacom_tabletfinder.desktop	Wacom Tablet finder	Helper tool to detect Wacom Tablets		"kde_wacom_tabletfinder"	UI	OnDisplay	Shown		Qt, KDE, Settings	
audacious.desktop	Audacious	Music Player	Listen to music	"audacious %U"	UI	OnDisplay	Shown	application/ogg, application/x-cue, application/x-ogg, application/xspf+xml, audio/aac, audio/flac, audio/midi, audio/mp3, audio/mp4, audio/mpeg, audio/mpegurl, audio/ogg, audio/prs.sid, audio/wav, audio/x-flac, audio/x-it, audio/x-mod, audio/x-mp3, audio/x-mpeg, audio/x-mpegurl, audio/x-ms-asx, audio/x-ms-wma, audio/x-musepack, audio/x-s3m, audio/x-scpls, audio/x-stm, audio/x-vorbis+ogg, audio/x-wav, audio/x-wavpack, audio/x-xm, x-content/audio-cdda	AudioVideo, Audio, Player	
org.kde.kmail-refresh-settings.desktop	KMail Refresh Settings	KMail refresh settings	Refresh KMail settings	"kmail-refresh-settings -qwindowtitle %c %u"	UI	OnDisplay	Hidden		Qt, KDE, Office, Network, Email	
org.kde.akonadi_openxchange_resource.desktop	Open-Xchange Groupware Server			"akonadi_openxchange_resource"	UI	NoDisplay	Shown			
org.kde.granatier.desktop	Granatier	Bomberman clone		"granatier"	UI	OnDisplay	Shown		Qt, KDE, Game, ArcadeGame	
org.kde.kcachegrind.desktop	KCachegrind	Profiler Frontend	Visualization of Performance Profiling Data	"kcachegrind -qwindowtitle %c %u"	UI	OnDisplay	Shown	application/x-kcachegrind	Qt, KDE, Development	
org.kde.bluedevilwizard.desktop	Add Bluetooth Device	Add Bluetooth Device	Add Bluetooth Device	"bluedevil-wizard %U"	UI	NoDisplay	Shown		Qt, KDE, X-Bluetooth, Network	
wpa_gui.desktop	wpa_gui			"kdesu wpa_gui"	UI	OnDisplay	Shown		Qt, Network	
org.kde.kcolorchooser.desktop	KColorChooser	Color Chooser	Color selector and palette editor	"kcolorchooser"	UI	OnDisplay	Shown		Qt, KDE, Graphics, X-KDE-More	
org.kde.kcharselect.desktop	KCharSelect	Character Selector	Browse all unicode characters	"kcharselect --qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Utility	
org.kde.spectacle.desktop	Spectacle	Screenshot Capture Utility	Screenshot capture utility	"/usr/bin/spectacle"	UI	OnDisplay	Shown		Qt, KDE, Utility	snapshot, capture, print, screenshot, snipping, snipping tool, snip
gucharmap.desktop	Character Map		Insert special characters into documents	"gucharmap"	UI	OnDisplay	Shown		GNOME, GTK, Utility	font, unicode
system-config-printer.desktop	Print Settings	Print Settings	Configure printers	"system-config-printer"	UI	OnDisplay	Shown		System, Settings, HardwareSettings, Printing, GTK	
org.kde.kile.desktop	Kile	LaTeX Frontend	(La)TeX development environment	"kile %U"	UI	OnDisplay	Shown	text/x-tex, text/x-kilepr	Qt, KDE, Office, Publishing	
xfce4-mail-reader.desktop	Mail Reader		Read your email	"exo-open --launch MailReader %u"	UI	OnDisplay	Shown		Network, X-XFCE, X-Xfce-Toplevel	
kcm_autostart.desktop	Autostart			"systemsettings kcm_autostart"	UI	NoDisplay	Shown			
blueman-manager.desktop	Bluetooth Manager		Blueman Bluetooth Manager	"blueman-manager"	UI	OnDisplay	Shown		GTK, GNOME, Settings, HardwareSettings	
kcm_bluetooth.desktop	Bluetooth			"systemsettings kcm_bluetooth"	UI	NoDisplay	Shown			
org.kde.knewstuff-dialog.desktop	KNewStuff Dialog		Showcase for KNewStuff add-on downloading functionality	"knewstuff-dialog"	UI	NoDisplay	Shown		Qt, KDE, Utility	
org.gtk.gtk4.NodeEditor.desktop	Node Editor		An application that edits render nodes	"gtk4-node-editor"	UI	OnDisplay	Shown		Development, GTK	
xfce-workspaces-settings.desktop	Workspaces		Configure layout, names and margins	"xfwm4-workspace-settings"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog, X-XFCE-PersonalSettings	workspaces, settings, preferences, virtual desktops, number, windows, screen, margins
kcm_cron.desktop	Task Scheduler			"systemsettings kcm_cron"	UI	NoDisplay	Shown			
org.kde.kblackbox.desktop	KBlackBox	Blackbox Logic Game		"kblackbox -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, BoardGame	
org.kde.latte-dock.desktop	Latte	Dock	Dock for the masses	"/usr/bin/latte-dock"	UI	OnDisplay	Shown		Utility, X-SuSE-DesktopUtility	
org.kde.plasmashell.desktop	Plasma Desktop Workspace			"/usr/bin/plasmashell"	UI	NoDisplay	Shown			
xfce4-clipman-settings.desktop	Clipboard Manager Settings		Customize your clipboard	"xfce4-clipman-settings"	UI	OnDisplay	Shown		XFCE, GTK, Settings, DesktopSettings, X-XFCE-SettingsDialog, X-XFCE-PersonalSettings	
kcm_baloofile.desktop	File Search			"systemsettings kcm_baloofile"	UI	NoDisplay	Shown			
okularApplication_xps.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	NoDisplay	Shown	application/oxps, application/vnd.ms-xpsdocument	Qt, KDE, Graphics, Viewer	
kcm_cursortheme.desktop	Cursors			"systemsettings kcm_cursortheme"	UI	NoDisplay	Shown			
ibus-setup-anthy.desktop	IBus Anthy Setup		Set up IBus Anthy engine	"/usr/libexec/ibus-setup-anthy"	UI	NoDisplay	Shown			
